0.000000000000000000e+00 3.300000000000000155e-01 nan 3.099999999999999978e-01 nan 3.099999999999999978e-01 3.599999999999999867e-01 nan 3.300000000000000155e-01 0.000000000000000000e+00 2.000000000000000111e-01 0.000000000000000000e+00 2.700000000000000178e-01 1.000000000000000056e-01 1.799999999999999933e-01 2.600000000000000089e-01 2.000000000000000042e-02
9.799999999999999822e-01 7.600000000000000089e-01 9.620000000000000773e-01 9.300000000000000488e-01 6.029999999999999805e-01 9.699999999999999734e-01 7.299999999999999822e-01 9.709999999999999742e-01 8.199999999999999512e-01 9.729999999999999760e-01 5.600000000000000533e-01 9.699999999999999734e-01 8.599999999999999867e-01 4.799999999999999822e-01 4.000000000000000222e-01 9.440000000000000613e-01 8.399999999999999689e-01
6.300000000000000044e-01 5.799999999999999600e-01 6.099999999999999867e-01 6.099999999999999867e-01 1.380000000000000115e-01 6.239999999999999991e-01 5.200000000000000178e-01 6.500000000000000222e-01 6.199999999999999956e-01 5.999999999999999778e-01 5.100000000000000089e-01 6.099999999999999867e-01 5.500000000000000444e-01 5.600000000000000533e-01 4.099999999999999756e-01 6.099999999999999867e-01 5.899999999999999689e-01
4.199999999999999845e-01 2.700000000000000178e-01 nan 3.099999999999999978e-01 2.099999999999999922e-01 4.000000000000000222e-01 4.000000000000000222e-01 3.400000000000000244e-01 2.700000000000000178e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000056e-01 1.600000000000000033e-01 2.899999999999999800e-01 2.200000000000000011e-01
5.699999999999999512e-01 3.599999999999999867e-01 nan 4.600000000000000200e-01 2.160000000000000253e-01 4.959999999999999964e-01 3.200000000000000067e-01 4.400000000000000022e-01 4.099999999999999756e-01 5.500000000000000444e-01 3.300000000000000155e-01 5.100000000000000089e-01 1.509999999999999953e-01 5.200000000000000178e-01 2.399999999999999911e-01 4.699999999999999734e-01 2.300000000000000100e-01
5.599999999999999423e-02 1.650000000000000078e-01 4.000000000000000083e-02 0.000000000000000000e+00 2.999999999999999889e-02 3.599999999999999867e-01 3.799999999999999906e-02 9.000000000000001055e-03 1.600000000000000033e-01 0.000000000000000000e+00 4.199999999999999845e-01 1.100000000000000006e-01 2.670000000000000151e-01 2.000000000000000042e-03 3.800000000000000044e-01 1.000000000000000021e-03 4.199999999999999845e-01
7.299999999999999822e-01 3.200000000000000067e-01 nan 7.500000000000000000e-01 nan 8.699999999999999956e-01 7.500000000000000000e-01 nan 3.200000000000000067e-01 nan nan nan nan 1.800000000000000211e-02 1.700000000000000122e-02 2.999999999999999889e-02 3.000000000000000062e-03
0.000000000000000000e+00 3.800000000000000044e-01 nan 0.000000000000000000e+00 nan nan 1.199999999999999956e-01 nan 3.800000000000000044e-01 0.000000000000000000e+00 5.500000000000000444e-01 0.000000000000000000e+00 nan 4.000000000000000083e-02 nan 0.000000000000000000e+00 6.199999999999999956e-01
4.000000000000000222e-01 3.300000000000000155e-01 nan 3.900000000000000133e-01 2.399999999999999911e-01 3.599999999999999867e-01 3.900000000000000133e-01 4.099999999999999756e-01 3.599999999999999867e-01 3.400000000000000244e-01 2.399999999999999911e-01 3.300000000000000155e-01 3.200000000000000067e-01 1.300000000000000044e-01 2.899999999999999800e-01 3.200000000000000067e-01 2.200000000000000011e-01
3.300000000000000155e-01 3.400000000000000244e-01 nan 4.699999999999999734e-01 3.700000000000000511e-02 2.200000000000000011e-01 2.200000000000000011e-01 3.400000000000000244e-01 3.400000000000000244e-01 2.600000000000000089e-01 2.600000000000000089e-01 3.400000000000000244e-01 1.799999999999999933e-01 2.099999999999999922e-01 4.000000000000000083e-02 3.400000000000000244e-01 3.900000000000000133e-01
1.600000000000000033e-01 0.000000000000000000e+00 nan 8.999999999999999667e-02 1.900000000000000022e-01 1.100000000000000006e-01 1.499999999999999944e-01 4.500000000000000111e-01 0.000000000000000000e+00 2.000000000000000111e-01 0.000000000000000000e+00 2.700000000000000178e-01 1.499999999999999944e-01 3.200000000000000067e-01 3.499999999999999778e-01 1.799999999999999933e-01 2.800000000000000266e-01
2.899999999999999800e-01 4.500000000000000111e-01 nan 5.799999999999999600e-01 nan 5.200000000000000178e-01 6.700000000000000400e-01 3.800000000000000044e-01 4.500000000000000111e-01 0.000000000000000000e+00 nan nan 0.000000000000000000e+00 5.799999999999999600e-01 5.999999999999999778e-01 4.400000000000000022e-01 0.000000000000000000e+00
1.900000000000000022e-01 6.700000000000000400e-02 nan 1.499999999999999944e-01 6.199999999999999956e-02 2.000000000000000111e-01 1.900000000000000022e-01 2.600000000000000089e-01 6.199999999999999956e-02 1.400000000000000133e-01 1.700000000000000122e-01 0.000000000000000000e+00 nan 8.199999999999998956e-02 1.400000000000000133e-01 1.499999999999999944e-01 3.400000000000000244e-02
8.000000000000000167e-02 4.639999999999999680e-01 nan 4.000000000000000083e-03 nan 5.820000000000000728e-01 3.389999999999999680e-01 nan 4.289999999999999925e-01 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 7.499999999999999722e-02 nan 1.399999999999999856e-02 6.800000000000000488e-01
2.449999999999999956e-01 2.500000000000000000e-01 nan 2.500000000000000000e-01 2.200000000000000219e-02 2.300000000000000100e-01 1.900000000000000022e-01 1.969999999999999807e-01 2.500000000000000000e-01 2.399999999999999911e-01 nan 2.399999999999999911e-01 2.399999999999999911e-01 0.000000000000000000e+00 2.399999999999999911e-01 0.000000000000000000e+00 0.000000000000000000e+00
7.900000000000000355e-01 6.300000000000000044e-01 7.199999999999999734e-01 7.600000000000000089e-01 3.099999999999999978e-01 7.199999999999999734e-01 6.199999999999999956e-01 7.600000000000000089e-01 6.700000000000000400e-01 6.700000000000000400e-01 6.500000000000000222e-01 7.600000000000000089e-01 4.500000000000000111e-01 7.000000000000000666e-02 3.900000000000000133e-01 5.000000000000000000e-01 6.800000000000000488e-01
2.300000000000000100e-01 2.999999999999999889e-01 2.000000000000000111e-01 2.000000000000000111e-01 nan nan 5.000000000000000000e-01 2.099999999999999922e-01 2.999999999999999889e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-02 6.999999999999999556e-01 1.300000000000000044e-01 5.000000000000000278e-02
7.000000000000000666e-02 5.000000000000000278e-02 nan 0.000000000000000000e+00 2.000000000000000042e-02 8.000000000000000167e-02 2.999999999999999889e-02 4.000000000000000083e-02 5.000000000000000278e-02 0.000000000000000000e+00 2.999999999999999889e-01 0.000000000000000000e+00 nan 0.000000000000000000e+00 6.999999999999999278e-03 5.999999999999999474e-04 4.400000000000000439e-02
4.299999999999999933e-01 4.000000000000000222e-01 nan 3.929999999999999605e-01 5.500000000000000028e-02 4.099999999999999756e-01 3.599999999999999867e-01 nan 4.000000000000000222e-01 3.599999999999999867e-01 nan 3.699999999999999956e-01 3.699999999999999956e-01 8.999999999999999667e-02 3.599999999999999867e-01 3.599999999999999867e-01 2.000000000000000111e-01
5.799999999999999600e-01 5.500000000000000444e-01 nan 5.600000000000000533e-01 5.600000000000000533e-01 5.600000000000000533e-01 4.500000000000000111e-01 5.600000000000000533e-01 5.600000000000000533e-01 4.500000000000000111e-01 2.700000000000000178e-01 5.500000000000000444e-01 3.499999999999999778e-01 2.999999999999999889e-02 2.300000000000000100e-01 4.899999999999999911e-01 2.999999999999999889e-02
