,A_feat-3-useful,A_feat-1-useful,A_feat-2-useful,A_feat-4-useful,A_feat-5-useful,A_feat-18-repeated,A_feat-14-repeated,A_feat-12-repeated,A_feat-16-repeated,A_feat-13-repeated,A_feat-20-repeated,A_feat-19-repeated,A_feat-17-repeated,A_feat-15-repeated,A_feat-11-repeated,A_feat-8-redundant,A_feat-9-redundant,A_feat-7-redundant,A_feat-6-redundant
T30,0.472472472472,0.454454454454,0.475475475475,0.514514514515,0.52952952953,0.475475475475,0.447447447447,0.467467467467,0.436436436436,0.448448448448,0.482482482482,0.408408408408,0.46046046046,0.514514514515,0.477477477477,0.530530530531,0.502502502503,0.474474474474,0.464464464464
T31,0.446446446446,0.445445445445,0.521521521522,0.551551551552,0.402402402402,0.483483483483,0.446446446446,0.449449449449,0.568568568569,0.371371371371,0.481481481481,0.409409409409,0.456456456456,0.447447447447,0.491491491491,0.608608608609,0.498498498498,0.467467467467,0.574574574575
T32,0.474474474474,0.428428428428,0.446446446446,0.417417417417,0.580580580581,0.468468468468,0.392392392392,0.469469469469,0.234234234234,0.571571571572,0.520520520521,0.426426426426,0.422422422422,0.596596596597,0.466466466466,0.496496496496,0.57957957958,0.484484484484,0.32032032032
T33,0.444444444444,0.503503503504,0.502502502503,0.57957957958,0.445445445445,0.481481481481,0.538538538539,0.447447447447,0.57957957958,0.334334334334,0.459459459459,0.431431431431,0.531531531532,0.471471471471,0.485485485485,0.540540540541,0.444444444444,0.467467467467,0.584584584585
T34,0.439439439439,0.545545545546,0.435435435435,0.401401401401,0.469469469469,0.468468468468,0.628628628629,0.443443443443,0.439439439439,0.50950950951,0.518518518519,0.680680680681,0.592592592593,0.486486486486,0.466466466466,0.449449449449,0.580580580581,0.48048048048,0.464464464464
T35,0.458458458458,0.525525525526,0.43043043043,0.623623623624,0.587587587588,0.466466466466,0.605605605606,0.461461461461,0.477477477477,0.347347347347,0.456456456456,0.388388388388,0.560560560561,0.574574574575,0.464464464464,0.458458458458,0.435435435435,0.464464464464,0.496496496496
T36,0.582582582583,0.43043043043,0.443443443443,0.608608608609,0.543543543544,0.469469469469,0.416416416416,0.553553553554,0.528528528529,0.434434434434,0.477477477477,0.343343343343,0.442442442442,0.541541541542,0.465465465465,0.56956956957,0.487487487487,0.473473473473,0.530530530531
T37,0.518518518519,0.435435435435,0.524524524525,0.45045045045,0.587587587588,0.484484484484,0.411411411411,0.497497497497,0.315315315315,0.634634634635,0.449449449449,0.397397397397,0.441441441441,0.600600600601,0.494494494494,0.422422422422,0.431431431431,0.497497497497,0.342342342342
T38,0.582582582583,0.503503503504,0.561561561562,0.424424424424,0.417417417417,0.493493493493,0.544544544545,0.528528528529,0.513513513514,0.745745745746,0.461461461461,0.632632632633,0.522522522523,0.446446446446,0.499499499499,0.434434434434,0.451451451451,0.500500500501,0.528528528529
T39,0.379379379379,0.411411411411,0.461461461461,0.457457457457,0.486486486486,0.473473473473,0.359359359359,0.4004004004,0.369369369369,0.356356356356,0.545545545546,0.402402402402,0.408408408408,0.502502502503,0.473473473473,0.625625625626,0.622622622623,0.467467467467,0.409409409409
T40,0.405405405405,0.398398398398,0.534534534535,0.520520520521,0.446446446446,0.486486486486,0.348348348348,0.415415415415,0.476476476476,0.367367367367,0.491491491491,0.344344344344,0.395395395395,0.468468468468,0.492492492492,0.615615615616,0.522522522523,0.467467467467,0.495495495495
T41,0.522522522523,0.4004004004,0.438438438438,0.366366366366,0.612612612613,0.469469469469,0.307307307307,0.503503503504,0.18018018018,0.696696696697,0.542542542543,0.434434434434,0.361361361361,0.596596596597,0.467467467467,0.511511511512,0.602602602603,0.492492492492,0.248248248248
T42,0.546546546547,0.435435435435,0.501501501502,0.578578578579,0.48048048048,0.481481481481,0.391391391391,0.528528528529,0.524524524525,0.481481481481,0.467467467467,0.369369369369,0.433433433433,0.493493493493,0.487487487487,0.568568568569,0.462462462462,0.477477477477,0.533533533534
T43,0.484484484484,0.436436436436,0.464464464464,0.54954954955,0.336336336336,0.473473473473,0.413413413413,0.476476476476,0.661661661662,0.294294294294,0.540540540541,0.488488488488,0.443443443443,0.38038038038,0.474474474474,0.703703703704,0.633633633634,0.459459459459,0.633633633634
T44,0.623623623624,0.365365365365,0.564564564565,0.602602602603,0.596596596597,0.497497497497,0.326326326326,0.605605605606,0.439439439439,0.64964964965,0.388388388388,0.222222222222,0.374374374374,0.596596596597,0.508508508509,0.483483483483,0.283283283283,0.488488488488,0.457457457457
T45,0.51951951952,0.456456456456,0.542542542543,0.631631631632,0.512512512513,0.489489489489,0.458458458458,0.500500500501,0.554554554555,0.446446446446,0.421421421421,0.303303303303,0.47047047047,0.514514514515,0.498498498498,0.513513513514,0.349349349349,0.474474474474,0.545545545546
T46,0.601601601602,0.4004004004,0.507507507508,0.500500500501,0.384384384384,0.482482482482,0.341341341341,0.545545545546,0.582582582583,0.517517517518,0.524524524525,0.478478478478,0.404404404404,0.407407407407,0.488488488488,0.644644644645,0.571571571572,0.482482482482,0.583583583584
T47,0.562562562563,0.526526526527,0.432432432432,0.623623623624,0.355355355355,0.466466466466,0.574574574575,0.546546546547,0.762762762763,0.334334334334,0.508508508509,0.558558558559,0.557557557558,0.416416416416,0.461461461461,0.631631631632,0.557557557558,0.463463463463,0.714714714715
T48,0.568568568569,0.469469469469,0.363363363363,0.454454454454,0.457457457457,0.452452452452,0.48048048048,0.541541541542,0.496496496496,0.469469469469,0.575575575576,0.612612612613,0.485485485485,0.476476476476,0.44044044044,0.602602602603,0.748748748749,0.476476476476,0.512512512513
T49,0.443443443443,0.52952952953,0.501501501502,0.469469469469,0.416416416416,0.483483483483,0.593593593594,0.446446446446,0.527527527528,0.484484484484,0.485485485485,0.594594594595,0.558558558559,0.449449449449,0.489489489489,0.481481481481,0.508508508509,0.477477477477,0.538538538539
T50,0.45045045045,0.445445445445,0.43043043043,0.546546546547,0.631631631632,0.466466466466,0.437437437437,0.454454454454,0.359359359359,0.386386386386,0.48048048048,0.304304304304,0.457457457457,0.606606606607,0.461461461461,0.508508508509,0.497497497497,0.469469469469,0.4004004004
T51,0.535535535536,0.475475475475,0.439439439439,0.428428428428,0.362362362362,0.467467467467,0.492492492492,0.50950950951,0.55955955956,0.501501501502,0.564564564565,0.663663663664,0.494494494494,0.41041041041,0.466466466466,0.597597597598,0.65965965966,0.48048048048,0.552552552553
T52,0.44044044044,0.493493493493,0.511511511512,0.384384384384,0.550550550551,0.483483483483,0.514514514515,0.444444444444,0.338338338338,0.662662662663,0.474474474474,0.545545545546,0.511511511512,0.541541541542,0.489489489489,0.396396396396,0.482482482482,0.492492492492,0.386386386386
T53,0.538538538539,0.527527527528,0.451451451451,0.56956956957,0.608608608609,0.471471471471,0.617617617618,0.518518518519,0.487487487487,0.498498498498,0.43043043043,0.428428428428,0.584584584585,0.57957957958,0.47047047047,0.384384384384,0.361361361361,0.479479479479,0.500500500501
T54,0.500500500501,0.44044044044,0.482482482482,0.561561561562,0.545545545546,0.477477477477,0.416416416416,0.491491491491,0.461461461461,0.437437437437,0.465465465465,0.329329329329,0.436436436436,0.537537537538,0.479479479479,0.53953953954,0.462462462462,0.474474474474,0.478478478478
T55,0.537537537538,0.427427427427,0.405405405405,0.550550550551,0.506506506507,0.461461461461,0.405405405405,0.515515515516,0.485485485485,0.387387387387,0.522522522523,0.408408408408,0.431431431431,0.514514514515,0.456456456456,0.617617617618,0.593593593594,0.469469469469,0.501501501502
T56,0.522522522523,0.492492492492,0.482482482482,0.407407407407,0.547547547548,0.477477477477,0.52952952953,0.502502502503,0.36036036036,0.655655655656,0.483483483483,0.556556556557,0.516516516517,0.534534534535,0.479479479479,0.411411411411,0.497497497497,0.491491491491,0.404404404404
T57,0.443443443443,0.392392392392,0.521521521522,0.457457457457,0.601601601602,0.483483483483,0.369369369369,0.444444444444,0.285285285285,0.587587587588,0.462462462462,0.298298298298,0.389389389389,0.574574574575,0.492492492492,0.465465465465,0.453453453453,0.484484484484,0.335335335335
T58,0.488488488488,0.500500500501,0.443443443443,0.37037037037,0.53953953954,0.469469469469,0.53953953954,0.48048048048,0.33033033033,0.651651651652,0.51951951952,0.623623623624,0.521521521522,0.547547547548,0.468468468468,0.407407407407,0.570570570571,0.493493493493,0.366366366366
T59,0.576576576577,0.503503503504,0.537537537538,0.46046046046,0.537537537538,0.493493493493,0.570570570571,0.545545545546,0.435435435435,0.765765765766,0.418418418418,0.534534534535,0.544544544545,0.523523523524,0.500500500501,0.335335335335,0.369369369369,0.496496496496,0.461461461461
T60,0.530530530531,0.52952952953,0.515515515516,0.442442442442,0.538538538539,0.482482482482,0.603603603604,0.513513513514,0.402402402402,0.707707707708,0.444444444444,0.574574574575,0.566566566567,0.551551551552,0.487487487487,0.326326326326,0.421421421421,0.493493493493,0.434434434434
T61,0.486486486486,0.423423423423,0.448448448448,0.577577577578,0.408408408408,0.468468468468,0.385385385385,0.479479479479,0.607607607608,0.296296296296,0.530530530531,0.41041041041,0.425425425425,0.441441441441,0.467467467467,0.713713713714,0.610610610611,0.456456456456,0.590590590591
T62,0.454454454454,0.504504504505,0.429429429429,0.43043043043,0.535535535536,0.466466466466,0.54954954955,0.454454454454,0.399399399399,0.518518518519,0.516516516517,0.557557557558,0.521521521522,0.544544544545,0.462462462462,0.46046046046,0.582582582583,0.48048048048,0.408408408408
T63,0.534534534535,0.532532532533,0.525525525526,0.429429429429,0.433433433433,0.485485485485,0.622622622623,0.511511511512,0.518518518519,0.677677677678,0.47047047047,0.667667667668,0.577577577578,0.462462462462,0.489489489489,0.407407407407,0.474474474474,0.49049049049,0.524524524525
T64,0.448448448448,0.423423423423,0.427427427427,0.418418418418,0.607607607608,0.468468468468,0.398398398398,0.447447447447,0.253253253253,0.518518518519,0.527527527528,0.428428428428,0.423423423423,0.575575575576,0.461461461461,0.512512512513,0.610610610611,0.48048048048,0.33033033033
T65,0.431431431431,0.463463463463,0.474474474474,0.424424424424,0.543543543544,0.475475475475,0.475475475475,0.439439439439,0.325325325325,0.533533533534,0.498498498498,0.481481481481,0.48048048048,0.545545545546,0.477477477477,0.461461461461,0.528528528529,0.483483483483,0.374374374374
T66,0.554554554555,0.545545545546,0.494494494494,0.572572572573,0.518518518519,0.48048048048,0.638638638639,0.525525525526,0.550550550551,0.528528528529,0.416416416416,0.476476476476,0.578578578579,0.517517517518,0.482482482482,0.409409409409,0.378378378378,0.48048048048,0.565565565566
T67,0.558558558559,0.564564564565,0.464464464464,0.600600600601,0.404404404404,0.473473473473,0.676676676677,0.541541541542,0.662662662663,0.43043043043,0.466466466466,0.5995995996,0.617617617618,0.439439439439,0.474474474474,0.493493493493,0.457457457457,0.473473473473,0.686686686687
T68,0.484484484484,0.51951951952,0.527527527528,0.520520520521,0.456456456456,0.486486486486,0.584584584585,0.476476476476,0.551551551552,0.504504504505,0.448448448448,0.515515515516,0.571571571572,0.477477477477,0.492492492492,0.444444444444,0.421421421421,0.479479479479,0.558558558559
T69,0.457457457457,0.491491491491,0.557557557558,0.441441441441,0.424424424424,0.49049049049,0.523523523524,0.456456456456,0.476476476476,0.577577577578,0.472472472472,0.554554554555,0.515515515516,0.458458458458,0.500500500501,0.461461461461,0.477477477477,0.487487487487,0.491491491491
T70,0.434434434434,0.414414414414,0.464464464464,0.593593593594,0.484484484484,0.472472472472,0.37037037037,0.441441441441,0.520520520521,0.232232232232,0.500500500501,0.281281281281,0.392392392392,0.495495495495,0.472472472472,0.643643643644,0.543543543544,0.456456456456,0.527527527528
T71,0.43043043043,0.41041041041,0.468468468468,0.63963963964,0.520520520521,0.474474474474,0.383383383383,0.444444444444,0.506506506507,0.242242242242,0.477477477477,0.235235235235,0.417417417417,0.520520520521,0.475475475475,0.600600600601,0.487487487487,0.454454454454,0.527527527528
T72,0.540540540541,0.431431431431,0.435435435435,0.487487487487,0.383383383383,0.467467467467,0.4004004004,0.518518518519,0.554554554555,0.436436436436,0.558558558559,0.525525525526,0.433433433433,0.433433433433,0.462462462462,0.661661661662,0.68968968969,0.473473473473,0.550550550551
T73,0.540540540541,0.412412412412,0.540540540541,0.578578578579,0.554554554555,0.489489489489,0.375375375375,0.514514514515,0.447447447447,0.54954954955,0.421421421421,0.296296296296,0.41041041041,0.552552552553,0.496496496496,0.502502502503,0.371371371371,0.483483483483,0.467467467467
T74,0.531531531532,0.457457457457,0.530530530531,0.452452452452,0.441441441441,0.484484484484,0.461461461461,0.511511511512,0.484484484484,0.62962962963,0.484484484484,0.525525525526,0.47047047047,0.465465465465,0.496496496496,0.507507507508,0.501501501502,0.489489489489,0.506506506507
T75,0.426426426426,0.464464464464,0.551551551552,0.572572572573,0.386386386386,0.489489489489,0.467467467467,0.417417417417,0.567567567568,0.322322322322,0.457457457457,0.384384384384,0.474474474474,0.442442442442,0.501501501502,0.586586586587,0.444444444444,0.462462462462,0.605605605606
T76,0.441441441441,0.548548548549,0.506506506507,0.434434434434,0.402402402402,0.48048048048,0.634634634635,0.446446446446,0.520520520521,0.532532532533,0.491491491491,0.696696696697,0.605605605606,0.447447447447,0.485485485485,0.44044044044,0.517517517518,0.481481481481,0.541541541542
T77,0.531531531532,0.432432432432,0.452452452452,0.610610610611,0.384384384384,0.471471471471,0.41041041041,0.50950950951,0.670670670671,0.314314314314,0.528528528529,0.437437437437,0.442442442442,0.417417417417,0.47047047047,0.672672672673,0.56956956957,0.459459459459,0.662662662663
T78,0.585585585586,0.492492492492,0.51951951952,0.645645645646,0.36036036036,0.483483483483,0.531531531532,0.54954954955,0.741741741742,0.429429429429,0.452452452452,0.475475475475,0.517517517518,0.4004004004,0.492492492492,0.587587587588,0.435435435435,0.473473473473,0.745745745746
T79,0.487487487487,0.505505505506,0.438438438438,0.493493493493,0.468468468468,0.466466466466,0.567567567568,0.477477477477,0.506506506507,0.442442442442,0.515515515516,0.578578578579,0.543543543544,0.486486486486,0.464464464464,0.513513513514,0.575575575576,0.474474474474,0.512512512513
T80,0.538538538539,0.537537537538,0.558558558559,0.446446446446,0.554554554555,0.491491491491,0.593593593594,0.530530530531,0.393393393393,0.815815815816,0.413413413413,0.541541541542,0.563563563564,0.566566566567,0.504504504505,0.328328328328,0.355355355355,0.499499499499,0.414414414414
T81,0.494494494494,0.416416416416,0.486486486486,0.50950950951,0.558558558559,0.478478478478,0.386386386386,0.482482482482,0.396396396396,0.506506506507,0.474474474474,0.349349349349,0.417417417417,0.554554554555,0.481481481481,0.512512512513,0.482482482482,0.479479479479,0.408408408408
T82,0.469469469469,0.501501501502,0.477477477477,0.371371371371,0.597597597598,0.476476476476,0.548548548549,0.466466466466,0.286286286286,0.668668668669,0.481481481481,0.548548548549,0.530530530531,0.566566566567,0.478478478478,0.412412412412,0.497497497497,0.492492492492,0.337337337337
T83,0.578578578579,0.417417417417,0.545545545546,0.613613613614,0.383383383383,0.49049049049,0.399399399399,0.543543543544,0.665665665666,0.443443443443,0.468468468468,0.396396396396,0.425425425425,0.429429429429,0.498498498498,0.661661661662,0.468468468468,0.474474474474,0.66966966967
T84,0.439439439439,0.536536536537,0.459459459459,0.402402402402,0.566566566567,0.473473473473,0.603603603604,0.441441441441,0.336336336336,0.591591591592,0.482482482482,0.596596596597,0.585585585586,0.564564564565,0.473473473473,0.347347347347,0.498498498498,0.486486486486,0.376376376376
T85,0.449449449449,0.520520520521,0.541541541542,0.666666666667,0.382382382382,0.488488488488,0.576576576577,0.448448448448,0.736736736737,0.283283283283,0.45045045045,0.455455455455,0.543543543544,0.401401401401,0.500500500501,0.585585585586,0.432432432432,0.465465465465,0.691691691692
T86,0.592592592593,0.431431431431,0.449449449449,0.444444444444,0.524524524525,0.471471471471,0.431431431431,0.553553553554,0.398398398398,0.616616616617,0.512512512513,0.511511511512,0.442442442442,0.534534534535,0.469469469469,0.514514514515,0.560560560561,0.489489489489,0.425425425425
T87,0.416416416416,0.552552552553,0.540540540541,0.5995995996,0.512512512513,0.489489489489,0.631631631632,0.426426426426,0.535535535536,0.384384384384,0.408408408408,0.425425425425,0.590590590591,0.524524524525,0.493493493493,0.415415415415,0.327327327327,0.47047047047,0.545545545546
T88,0.405405405405,0.503503503504,0.546546546547,0.658658658659,0.383383383383,0.491491491491,0.556556556557,0.426426426426,0.704704704705,0.271271271271,0.433433433433,0.384384384384,0.535535535536,0.413413413413,0.503503503504,0.554554554555,0.393393393393,0.458458458458,0.681681681682
T89,0.542542542543,0.444444444444,0.548548548549,0.36036036036,0.54954954955,0.49049049049,0.442442442442,0.523523523524,0.297297297297,0.750750750751,0.462462462462,0.50950950951,0.452452452452,0.552552552553,0.497497497497,0.381381381381,0.459459459459,0.500500500501,0.341341341341
T90,0.466466466466,0.518518518519,0.452452452452,0.407407407407,0.431431431431,0.47047047047,0.57957957958,0.463463463463,0.473473473473,0.522522522523,0.528528528529,0.630630630631,0.561561561562,0.457457457457,0.469469469469,0.49049049049,0.590590590591,0.481481481481,0.493493493493
T91,0.566566566567,0.564564564565,0.451451451451,0.598598598599,0.415415415415,0.471471471471,0.702702702703,0.548548548549,0.691691691692,0.434434434434,0.468468468468,0.577577577578,0.65965965966,0.445445445445,0.469469469469,0.497497497497,0.468468468468,0.472472472472,0.725725725726
T92,0.421421421421,0.427427427427,0.407407407407,0.593593593594,0.438438438438,0.462462462462,0.386386386386,0.427427427427,0.563563563564,0.181181181181,0.562562562563,0.362362362362,0.422422422422,0.461461461461,0.459459459459,0.735735735736,0.674674674675,0.448448448448,0.55955955956
T93,0.517517517518,0.434434434434,0.451451451451,0.570570570571,0.527527527528,0.47047047047,0.417417417417,0.501501501502,0.483483483483,0.395395395395,0.487487487487,0.368368368368,0.448448448448,0.537537537538,0.469469469469,0.60960960961,0.518518518519,0.471471471471,0.499499499499
T94,0.505505505506,0.518518518519,0.48048048048,0.584584584585,0.382382382382,0.476476476476,0.572572572573,0.492492492492,0.645645645646,0.351351351351,0.48048048048,0.518518518519,0.555555555556,0.426426426426,0.479479479479,0.571571571572,0.495495495495,0.466466466466,0.657657657658
T95,0.455455455455,0.429429429429,0.428428428428,0.408408408408,0.581581581582,0.467467467467,0.382382382382,0.457457457457,0.274274274274,0.532532532533,0.53953953954,0.452452452452,0.422422422422,0.555555555556,0.462462462462,0.507507507508,0.585585585586,0.483483483483,0.297297297297
T96,0.421421421421,0.506506506507,0.508508508509,0.573573573574,0.41041041041,0.482482482482,0.540540540541,0.431431431431,0.624624624625,0.304304304304,0.476476476476,0.467467467467,0.524524524525,0.442442442442,0.486486486486,0.574574574575,0.487487487487,0.464464464464,0.586586586587
T97,0.432432432432,0.43043043043,0.523523523524,0.608608608609,0.544544544545,0.485485485485,0.405405405405,0.442442442442,0.422422422422,0.408408408408,0.435435435435,0.235235235235,0.439439439439,0.551551551552,0.494494494494,0.50950950951,0.393393393393,0.471471471471,0.45045045045
T98,0.571571571572,0.540540540541,0.42042042042,0.533533533534,0.51951951952,0.465465465465,0.63963963964,0.542542542543,0.520520520521,0.522522522523,0.467467467467,0.527527527528,0.591591591592,0.535535535536,0.464464464464,0.435435435435,0.464464464464,0.481481481481,0.534534534535
